x,y,z,kx,ky,kz
-0.0594641100732,0.19563855827,0.0394304802824,-0.00226397275255,0.00650362314927,0.00120950786482
-0.0949169674318,0.222104474952,0.0381447870248,-0.0130840300302,0.0325570914198,0.00576374476976
-0.0735559978385,0.266193748446,0.124304499833,-0.0358413481258,0.112044083922,0.0411638044786
-0.00853414514505,0.358213131434,0.0486352101123,-0.0342960850936,0.260076042091,0.0584942034971
-0.0702261991315,0.371579767586,0.07799205763,-0.0597215685861,0.379267251642,0.0814532152072
-0.158438887832,0.503215030843,0.177075221049,-0.126121581866,0.514255422144,0.149897349959
-0.106557530013,0.555901966914,0.16695587045,-0.133640550503,0.607637274803,0.182029470837
0.0109864507693,0.586778894333,0.209417326916,-0.0615244901001,0.657836092252,0.219311484009
0.0759535379324,0.648280670216,0.151355524984,0.0270499543754,0.699501661325,0.198623257396
0.145631203419,0.578655639508,0.0843648717598,0.122214391116,0.659671326123,0.136890190167
0.0706954186473,0.648755518826,0.140105679423,0.126452763317,0.660617129927,0.129468686849
0.118541607107,0.574629442631,0.138733229218,0.146919845657,0.606028741606,0.124970286362
0.223075624265,0.570497769146,0.133097127689,0.213633337708,0.565984990666,0.120622901582
0.139587503123,0.548733839828,0.171141912647,0.193053584579,0.530085701751,0.143562526831
0.20030153453,0.57528298606,0.143728161423,0.208018987323,0.530140404359,0.142416394411
0.164890045711,0.566681179915,0.168693180226,0.188780190363,0.532010818444,0.157567463647
0.190722068416,0.557809966511,0.281132968976,0.188355591351,0.533938070537,0.23587606381
0.177114303736,0.566913107413,0.240548431326,0.177752079735,0.545684024231,0.256042111146
0.154877117015,0.549570987018,0.265490598802,0.157123495746,0.545632801463,0.277715186261
0.172141764824,0.497477181227,0.207233251471,0.156338947985,0.515571841004,0.24894271834
0.158745485524,0.445334989824,0.166468968264,0.149914631686,0.467222329857,0.201422978533
0.079706593898,0.388831850971,0.10386908916,0.0997931870374,0.406822026802,0.132791394518
0.118530751359,0.432728464006,0.142058562239,0.096654434303,0.403293162284,0.117632911906
0.144556234008,0.332411181601,0.118709525997,0.115721696691,0.346928255216,0.100281044428
0.196524469427,0.36764290197,0.113190608003,0.162834990094,0.341437983727,0.0926658289747
0.117351737379,0.367991402791,0.0682041246718,0.143550354926,0.346048844255,0.0663732009889
-0.0362204515376,0.40758108363,0.0669821178678,0.0362308080272,0.378945142504,0.0551519979008
-0.00606395799253,0.425286273169,0.0263620329189,-0.00838567249451,0.412782189191,0.0288063716273
-0.00650803658134,0.421135290461,0.00324383358991,-0.0286077657324,0.430270335232,0.003623125864
-0.076943124895,0.38634121266,-0.0373443862198,-0.0760419657097,0.416609340506,-0.0313434290439
-0.134307334047,0.333974741306,-0.0953563921241,-0.131803005159,0.372930031776,-0.0825752745174
-0.0342809388426,0.259844863731,-0.0964973693724,-0.0946791192621,0.299692426351,-0.107660431557
0.0307017662258,0.181340834528,-0.163350815118,-0.0236275952312,0.209662580458,-0.156283228335
-0.0182624209396,0.0722333322164,-0.265208367275,-0.00761690476932,0.0955045322961,-0.240519761862
-0.0318441884995,0.06812829797,-0.165860956036,-0.00815456555697,0.0363482888883,-0.220908599135
-0.0541342244762,0.0771230846613,-0.136501667757,-0.0251852353569,0.0223110480225,-0.180689134884
0.0505435684768,0.173573219401,-0.045906521373,0.0262702207083,0.0886029681415,-0.0949034565047
0.0675681061656,0.0687628554817,0.0183413183864,0.0652455128178,0.0751723222227,-0.00345965384975
0.154667026953,-0.044793910516,0.0518609135989,0.137050947023,0.00217617894212,0.0657956955598
0.171712327028,-0.0402162800992,0.0593713928078,0.183452048035,-0.0343966810979,0.100643078362
0.171088811739,0.0515466658558,0.163365719311,0.201070739165,0.00663890614098,0.172012339855
0.161800613607,0.0823027182598,0.192821219238,0.195801288129,0.0557315261112,0.219384510303
0.126470010976,0.0476403296581,0.152120343301,0.16258153764,0.0647866177933,0.20824581293
0.16514748214,0.113174338052,0.269128006633,0.161251550456,0.107841024339,0.260444418172
0.146897547945,0.170023851869,0.355507574527,0.147592627976,0.164678986658,0.335148843488
0.128543476306,0.240316831056,0.31943659896,0.127911955711,0.235426574159,0.347545052373
0.119225546228,0.2623853631,0.331355476992,0.111830593126,0.282114803201,0.35140732676
0.188480501467,0.306164049839,0.400202819744,0.147555941388,0.325420744725,0.387722999088
0.201182860925,0.302168517746,0.355201700614,0.179535327736,0.337005101869,0.375619384062
0.130702052212,0.311119665565,0.362725066657,0.155470030998,0.33820877155,0.367528268016
0.11680249676,0.368329692304,0.304740047989,0.131288586552,0.365313941298,0.324392451658
0.164787208787,0.303069833764,0.255218535007,0.146758873194,0.33497737853,0.267967808009
0.221132888006,0.321059375233,0.175301607061,0.191979871644,0.322816415838,0.188696760926
0.211855274122,0.352037547055,0.139178574254,0.212994919723,0.33313617117,0.126509984376
0.171930931269,0.404839413865,0.111862882946,0.19814222202,0.371914426809,0.0836809662754
0.11483000158,0.291394964973,0.0928339973789,0.150952756184,0.325157863447,0.0590716473254
0.162657477402,0.195380315538,0.100098928678,0.150982506962,0.237193151199,0.0611444309946
0.162143232103,0.230524469501,0.125190948564,0.152318083284,0.209248957176,0.0881897531679
0.310129100428,0.348772617215,0.141923289853,0.24549943884,0.272725071036,0.121543539562
0.353569042285,0.287799181133,0.135946282563,0.327745954448,0.279942954746,0.140461559042
0.331061212796,0.3711575447,0.130820452533,0.357095274352,0.337389989634,0.14777641835
0.295817936069,0.258033288796,0.0633446828998,0.343523502444,0.302182764634,0.108134106681
0.299731031285,0.275896109142,0.0359447696458,0.329010657506,0.289283091054,0.0651859539398
0.163713478147,0.262828486768,0.0783794572776,0.231025195326,0.272918506564,0.0659520884836
0.067009473454,0.28928978555,0.0815564286608,0.111205673125,0.279696907997,0.0707521382583
0.0358527457426,0.333174982045,0.16782029577,0.026296345359,0.311663209115,0.128396659314
0.135934934642,0.359703540443,0.127246475146,0.049597699326,0.347030241208,0.138200822034
0.0306477344014,0.320395300651,0.244029945724,0.0132484366982,0.341836841139,0.212803198481
0.0341594570375,0.421225194352,0.229715756206,0.00440222777211,0.397123874742,0.244470875049
0.125102456642,0.535163751404,0.232997800314,0.0648259883946,0.496775738192,0.257870763112
0.124316077083,0.618483480073,0.236302846897,0.107082732553,0.600728700077,0.260140345155
0.0229572274846,0.688628761706,0.283253958816,0.0707861882981,0.694152671213,0.283699478423
0.0663078457403,0.675767783964,0.23825665492,0.0736772605194,0.726326699485,0.264874234952
0.0613396835607,0.715406942399,0.19331350765,0.0717563940431,0.75261555526,0.221476872903
-0.0221063464251,0.685019417677,0.18330562012,0.0183682273858,0.734681963396,0.187913340005
-0.00933271423121,0.650242428731,0.138327885706,-0.00587937829665,0.69076430416,0.142319713718
-0.0054902123537,0.68982775535,0.110830385645,-0.0152502182323,0.682274761289,0.102726338359
-0.0147664454109,0.746901999282,0.0570855712838,-0.023000241316,0.710783304753,0.0528814261181
-0.0501979222311,0.742742925452,0.0383429954652,-0.0460606812849,0.725407340194,0.0198546627007
-0.0637310299627,0.681721805365,0.0240324479942,-0.0649558779648,0.696095633634,0.000788340421882
-0.164757302053,0.642572436886,0.0184867387124,-0.134548025017,0.654376762201,-0.00486566533352
-0.13893287906,0.708179790716,-0.0660382242052,-0.155600261085,0.672118555559,-0.0523695347879
-0.108824426305,0.677568814986,-0.167817959701,-0.142440230534,0.668019481449,-0.136799370203
-0.1133002109,0.787092700544,-0.19114896549,-0.130957500072,0.735463723637,-0.19360056998
-0.162052114815,0.739004077,-0.275384445255,-0.150238772999,0.747534344342,-0.268554883277
-0.210539167304,0.752190139136,-0.324788574953,-0.189390590816,0.760174552005,-0.331886803083
-0.293937457894,0.77871017139,-0.313034076776,-0.261316596051,0.780864897017,-0.349223258623
-0.319902317817,0.896621506684,-0.389270143095,-0.315535976032,0.862122965036,-0.393267928276
-0.315910281594,0.905223378041,-0.456174789969,-0.337674930725,0.91100450301,-0.449753729678
-0.245406088879,1.02795199394,-0.449278448092,-0.298649472098,1.00696904955,-0.468742139
-0.26404843448,0.940598057551,-0.472008984758,-0.279527596271,1.00013402298,-0.483722385937
-0.36928660413,0.9629029572,-0.434018205491,-0.329824047916,0.996981887127,-0.46109133952
-0.422215697789,0.962998758854,-0.452764244654,-0.391082759566,0.985911434385,-0.453237348879
-0.410411353261,0.862014398412,-0.536383535991,-0.41665138738,0.911100772642,-0.4976012078
-0.441551271074,0.853547839451,-0.528822972639,-0.445013524531,0.858865555778,-0.518422415194
-0.482061395338,0.786957068378,-0.678247790913,-0.480693189042,0.790347968698,-0.620060172924
-0.509214581916,0.747768882922,-0.683532779077,-0.512296200889,0.732651128136,-0.680022555644
-0.522721056161,0.753105115938,-0.601726800612,-0.5326322876,0.712077723748,-0.656854750684
-0.558062073299,0.76194239881,-0.616181994556,-0.559692792266,0.717058698712,-0.642520940813
-0.628159043806,0.793042523144,-0.591510284867,-0.612678502595,0.749332769841,-0.613187470841
-0.650247778708,0.81556136055,-0.553645659121,-0.651459628628,0.789287822656,-0.56979239119
-0.694719246168,0.785310614273,-0.541418652325,-0.694222653579,0.797036688067,-0.537107033196
-0.778270347426,0.784788926832,-0.599525185857,-0.762983498428,0.800308865587,-0.557172507782
-0.747593058015,0.833106887329,-0.601418721957,-0.776303173152,0.829926964482,-0.575290755175
-0.832512498221,0.709829428811,-0.675329391993,-0.826347277016,0.76924099781,-0.634418684603
-0.671750144677,0.654157356232,-0.601489032713,-0.748856335306,0.69575997794,-0.624900816633
-0.742035192026,0.667164356362,-0.62914397596,-0.73826620147,0.661423924128,-0.633557887571
-0.719784901053,0.741558135908,-0.644465373254,-0.717282409216,0.692181970355,-0.646168238236
-0.68834726374,0.850626526122,-0.686422240168,-0.686482005298,0.783418687502,-0.677239164397
-0.706614241305,0.824114984082,-0.72671607396,-0.68237379094,0.823398824791,-0.717726572133
-0.707441592918,0.793816614643,-0.718844222059,-0.685000918116,0.824559442915,-0.732777358743
-0.725268141663,0.802937762068,-0.707086196304,-0.701607026967,0.825109957702,-0.728982846851
-0.733550487415,0.871902085102,-0.805443991265,-0.719523331328,0.862959321428,-0.782173989047
-0.721865829613,0.801963861843,-0.81892812232,-0.724125961598,0.838295943009,-0.818061420485
-0.654436748394,0.959528065039,-0.830818654755,-0.685111315442,0.915556930499,-0.84070001121
-0.588959146367,0.982510959607,-0.74921249299,-0.621396776553,0.972470525199,-0.797484472385
-0.513753963651,1.08361810829,-0.720818001781,-0.539717855523,1.06158190869,-0.748860939583
-0.466028654273,1.08843099583,-0.695865932694,-0.468001990356,1.10837323166,-0.70362161508
-0.430789984154,1.1455073681,-0.697562675838,-0.413723444069,1.1591108973,-0.68068572575
-0.343651954403,1.15541790826,-0.558917376658,-0.340160065917,1.18315826824,-0.587425657141
-0.29630546332,1.12096301481,-0.50311572533,-0.280387505665,1.16437405876,-0.504695137919
-0.375630410003,1.10366004543,-0.508638124253,-0.307849638697,1.13294913835,-0.470377973316
-0.44941468001,1.22225153048,-0.471377477187,-0.38285362932,1.18184303724,-0.440886657768
-0.436587792268,1.23952255073,-0.529621192222,-0.426839819826,1.21958433822,-0.471844974633
-0.473013918848,1.13053261679,-0.512510697791,-0.475389894928,1.17156077481,-0.490318730528
-0.496496748269,1.00364945477,-0.543304467785,-0.514548684982,1.06153834456,-0.525803487251
-0.533431237579,0.842231836992,-0.5212342705,-0.553272008148,0.898537776269,-0.535291916096
-0.560151392645,0.838488899584,-0.478709416493,-0.583871028362,0.808827863503,-0.513359412051
-0.609327408279,0.768187116052,-0.531729469123,-0.62267469223,0.730034630265,-0.530636135451
-0.574385709394,0.812542759259,-0.494072142974,-0.614770738097,0.730378337974,-0.516432655693
-0.584384281065,0.720731438896,-0.511889628075,-0.607118766208,0.693832754002,-0.516849570554
-0.59442448824,0.632660075188,-0.590964952865,-0.602626345171,0.633090034725,-0.564606036521
-0.604827944868,0.514827737989,-0.58660794454,-0.602729789175,0.537818130228,-0.588923186944
-0.509326523143,0.488543164798,-0.61384606504,-0.54229422826,0.478329515856,-0.616227713905
-0.439790944192,0.488649410909,-0.628218644416,-0.463557978292,0.457859877169,-0.636619239359
-0.3036998915,0.576457840363,-0.612543136758,-0.3377292415,0.513405807257,-0.633850931164
-0.356090146429,0.629515027384,-0.552865523871,-0.304779522502,0.588991265417,-0.590546006856
-0.352158233752,0.629867751352,-0.532248728359,-0.297778533021,0.636781070996,-0.549119795109
-0.362150279573,0.538617011998,-0.471696657264,-0.313493131647,0.605202756364,-0.488090423163
-0.411109380244,0.490604240984,-0.490118033593,-0.363483869474,0.550374735632,-0.467098332866
-0.367335957374,0.547798986251,-0.474261328311,-0.372449780626,0.549190956291,-0.451868989624
-0.297764272604,0.551984653926,-0.545516431571,-0.336130790975,0.550781191759,-0.493593847841
-0.253984223697,0.604858706869,-0.512030861476,-0.287411941884,0.584071628017,-0.503640562693
-0.180225004342,0.587699841947,-0.482599607471,-0.214665698678,0.592812776387,-0.493501852713
-0.127368698775,0.688626005548,-0.444756889492,-0.143090205681,0.657754180175,-0.464868317028
-0.136421179369,0.706303534897,-0.463542562734,-0.113728039142,0.704244615291,-0.460304546423
-0.124012571236,0.67573983322,-0.539076637744,-0.0985675038514,0.706854430032,-0.505965941425
-0.107039075806,0.667303003474,-0.496572341085,-0.0883578503408,0.695826069858,-0.508103911853
-0.0673028153681,0.772658485039,-0.393013148519,-0.0655349615289,0.748299358874,-0.443983089495
-0.0892721834274,0.825421596743,-0.354971726993,-0.0715866535419,0.807820510886,-0.381423936538
-0.0770784406618,0.742606488234,-0.312364255741,-0.0729106205049,0.786189017564,-0.321200006134
-0.104066801094,0.694572760295,-0.40538667945,-0.0933246794719,0.736473824148,-0.349062599237
-0.10025705293,0.677339525253,-0.384737337613,-0.104515572627,0.692658254335,-0.361029559378
-0.10087719739,0.651319718398,-0.385941706321,-0.110822416651,0.651471875676,-0.373535205195
-0.148909379447,0.730299445529,-0.374242698617,-0.142310446673,0.679596439689,-0.376246494943
-0.175684145195,0.717337824049,-0.397324731323,-0.175040519044,0.693970791148,-0.392781630584
-0.154124865405,0.739717966019,-0.298043124084,-0.177105541429,0.719304848232,-0.341436705257
-0.133133166579,0.669685330262,-0.408461056987,-0.160304038149,0.692638318499,-0.377902224726
-0.0898722676132,0.665474762277,-0.440319024502,-0.119802338955,0.673972555338,-0.420544410589
-0.059634108528,0.674480337343,-0.415338447317,-0.0755982666711,0.66962615464,-0.429174070689
-0.0992798307037,0.701128651993,-0.285413605109,-0.0754116465626,0.68530711654,-0.350898926435
-0.134780775454,0.688203263015,-0.299758441627,-0.101187561162,0.688160092963,-0.310602665822
-0.11753994083,0.723367857648,-0.322954581287,-0.109129669254,0.711622011122,-0.303496446397
-0.082551627422,0.797884362071,-0.359324579791,-0.0934658249621,0.770882828461,-0.326134511862
-0.0520697820865,0.846199544294,-0.378126283795,-0.0659117167094,0.833389214712,-0.354983947466
-0.0477983314504,0.903344131116,-0.309446511847,-0.0482681564283,0.899789085614,-0.331410453668
0.0652555664738,0.864208152626,-0.328197402709,0.0290159724568,0.906450869715,-0.328567975033
0.0641840685471,0.755090023305,-0.32957069539,0.0704936740271,0.832915596905,-0.328472799664
0.0952407346821,0.925803108982,-0.264977267614,0.106768501564,0.886482701544,-0.289364175109
0.0906215394268,0.974049499786,-0.209290567655,0.117094813319,0.945855515956,-0.232732577579
0.0902089005819,0.983017342873,-0.206152725024,0.11457999252,0.982293463813,-0.200392947877
0.0461749811592,1.02695032965,-0.181108113788,0.0793371122806,1.02447533623,-0.171691798899
0.0674728192839,0.987817489663,-0.186770687184,0.0673114379669,1.01845585185,-0.164759329545
0.0407249758232,0.970573733357,-0.214279359141,0.0431480809056,0.997029649442,-0.184185101258
0.128128561166,1.07573853679,-0.193505789119,0.0836025496332,1.04424354137,-0.188037213602
